qmof_id,name_x,info.formula,info.formula_reduced,info.mofid.mofid,info.mofid.mofkey,info.mofid.smiles_nodes,info.mofid.smiles_linkers,info.mofid.smiles,info.mofid.topology,info.natoms,info.pld,info.lcd,info.density,info.volume,info.symmetry.spacegroup,info.symmetry.spacegroup_number,info.symmetry.spacegroup_crystal,info.symmetry.pointgroup,info.synthesized,info.source,info.doi,inputs.pbe.theory,inputs.pbe.pseudopotentials,inputs.pbe.encut,inputs.pbe.kpoints,inputs.pbe.gamma,inputs.pbe.spin,outputs.pbe.energy_total,outputs.pbe.energy_vdw,outputs.pbe.energy_elec,outputs.pbe.net_magmom,outputs.pbe.bandgap,outputs.pbe.cbm,outputs.pbe.vbm,outputs.pbe.directgap,outputs.pbe.bandgap_spins,outputs.pbe.cbm_spins,outputs.pbe.vbm_spins,outputs.pbe.directgap_spins,inputs.hle17.theory,inputs.hle17.pseudopotentials,inputs.hle17.encut,inputs.hle17.kpoints,inputs.hle17.gamma,inputs.hle17.spin,inputs.hse06_10hf.theory,inputs.hse06_10hf.pseudopotentials,inputs.hse06_10hf.encut,inputs.hse06_10hf.kpoints,inputs.hse06_10hf.gamma,inputs.hse06_10hf.spin,inputs.hse06.theory,inputs.hse06.pseudopotentials,inputs.hse06.encut,inputs.hse06.kpoints,inputs.hse06.gamma,inputs.hse06.spin,outputs.hle17.energy_total,outputs.hle17.energy_vdw,outputs.hle17.energy_elec,outputs.hle17.net_magmom,outputs.hle17.bandgap,outputs.hle17.cbm,outputs.hle17.vbm,outputs.hle17.directgap,outputs.hle17.bandgap_spins,outputs.hle17.cbm_spins,outputs.hle17.vbm_spins,outputs.hle17.directgap_spins,outputs.hse06_10hf.energy_total,outputs.hse06_10hf.energy_vdw,outputs.hse06_10hf.energy_elec,outputs.hse06_10hf.net_magmom,outputs.hse06_10hf.bandgap,outputs.hse06_10hf.cbm,outputs.hse06_10hf.vbm,outputs.hse06_10hf.directgap,outputs.hse06_10hf.bandgap_spins,outputs.hse06_10hf.cbm_spins,outputs.hse06_10hf.vbm_spins,outputs.hse06_10hf.directgap_spins,outputs.hse06.energy_total,outputs.hse06.energy_vdw,outputs.hse06.energy_elec,outputs.hse06.net_magmom,outputs.hse06.bandgap,outputs.hse06.cbm,outputs.hse06.vbm,outputs.hse06.directgap,outputs.hse06.bandgap_spins,outputs.hse06.cbm_spins,outputs.hse06.vbm_spins,outputs.hse06.directgap_spins,id,name_y,CO2 Henry coefficient,CO2 adsorption energy,N2 Henry coefficient,N2 adsorption energy,CO2 parasitic energy (coal),Gravimetric working capacity (coal),Volumetric working capacity (coal),CO2 parasitic energy (nat. gas),Gravimetric working capacity (nat. gas),Volumetric working capacity (nat. gas),Final CO2 purity (nat. gas),CH4 Henry coefficient,CH4 adsorption energy,"Enthalphy of Adsorption @ 5.8 bar, 298K",Enthalphy of Adsorption @ 65bar/298K,Working capacity vol. (5.8-65bar/298K),Working capacity mol. (5.8-65bar/298K),Working capacity fract. (5.8-65bar/298K),Working capacity wt% (5.8-65bar/298K),O2 Henry coefficient,O2 adsorption energy,"Enthalphy of Adsorption @ 5 bar, 298K",Enthalphy of Adsorption @ 140bar/298K,Working capacity vol. (5-140bar/298K),Working capacity mol. (5-140bar/298K),Working capacity fract. (5-140bar/298K),Working capacity wt% (5-140bar/298K),Xe Henry coefficient,Xe adsorption energy,Kr Henry coefficient,Kr adsorption energy,Xe/Kr selectivity @ 298K,Working capacity g/L (5-100bar/298-198K),Working capacity g/L (5-100bar/77K),Working capacity g/L (1-100bar/77K),Working capacity wt% (5-100bar/298-198K),Working capacity wt% (5-100bar/77K),Working capacity wt% (1-100bar/77K),H2S Henry coefficient,H2S adsorption energy,H2O Henry coefficient,H2O adsorption energy,H2S/H2O selectivity @ 298K,CH4/N2 selectivity @ 298K,clean_name,CO2 Henry coefficient_binned,N2 Henry coefficient_binned,CH4 Henry coefficient_binned,O2 Henry coefficient_binned,Xe Henry coefficient_binned,Kr Henry coefficient_binned,H2S Henry coefficient_binned,H2O Henry coefficient_binned,outputs.pbe.bandgap_binned
qmof-88051ca,core_REXDOP_freeONLY,Zn12C144H96I24N48,ZnC12H8I2N4,I[Zn]I.n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1 MOFid-v1.ths.cat1,Zn.CBMYFVSIIYILRH.MOFkey-v1.ths,['I[Zn]I'],['n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1'],I[Zn]I.n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,ths,324,6.04488,10.27417,1.2686608782983555,8284.28646995182,P-1,2,triclinic,-1,True,CoRE,,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'I 08Apr2002', 'N 08Apr2002']",520,"[2, 1, 1]",True,False,-2140.54638283,-24.09999,-2116.44639283,0.0,1.368662,-1.035069,-2.403731,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATCCNC5S4VZJ,qmof_chunks/chunk_25/qmof-88051ca.cif,1.9679e-05,-18.490381497,1.83847e-06,-9.3720382097,1.5597133093965,0.0076878080247972,6.339439531424,4.3885543737784,0.0021398962390406,1.7645787677272,0.25461890674862,5.89519e-06,-12.6289716006,-16.092309412753,-18.155992699941,103.43648845043,3.6375524196531,0.59646068481856,5.8346340797698,1.98299e-06,-9.346126416,-12.011698303027,-14.379041597033,167.90146665714,5.9045931996685,0.87020586461508,18.893517315813,3.79736e-05,-18.7122598514,6.57801e-06,-13.0457503309,5.7728097099275,14.412734431391,11.063457534768,20.968608721528,1.1360865210022,0.87207913534822,1.6528545534575,5.33763e-05,-21.1143441382,4.76002e-05,-27.5420487762,1.1213461287978,3.2065739446387,qmof-88051ca,0,0,0,0,0,0,0,0,4
qmof-134a580,core_SADMUH_SL,Fe2C16H10O10,FeC8H5O5,[Fe].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH] MOFid-v1.rna.cat0,Fe.KKEYFWRCBNTPAC.MOFkey-v1.rna,"['[Fe]', '[OH]']",['[O-]C(=O)c1ccc(cc1)C(=O)[O-]'],[Fe].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH],rna,38,7.42743,7.89231,0.9607237518122964,819.1604681667156,Imma,74,orthorhombic,mmm,True,CoRE,,PBE-D3BJ,"['Fe 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[4, 2, 2]",False,True,-269.51366927,-2.23208,-267.28158927,10.0,0.295604,-2.342226,-2.63783,True,"[2.299105, 1.576415]","[-0.338725, -2.342226]","[-2.63783, -3.918641]","[True, False]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAT49PP5DPUHX,qmof_chunks/chunk_5/qmof-134a580.cif,3.08287e-05,-17.1953077268,3.43889e-06,-9.8682972174,1.4285276199668,0.013046761972519,8.147336237827,3.9407009334308,0.0036259791536937,2.2643220914675,0.25118678478412,1.24594e-05,-13.1521993089,-18.695949464967,-21.647047550157,118.97548616075,5.5250893576626,0.54315300505225,8.8622433298144,3.76664e-06,-9.9581894291,-12.981255144546,-16.396547770489,191.1767557364,8.8780360781592,0.84142142784848,28.407939843324,8.86276e-05,-18.6951032929,1.37896e-05,-13.5211588729,6.4271334919069,16.685369012751,11.322162400649,18.250796635436,1.7367458581064,1.1785006755983,1.8996880104666,7.91927e-05,-19.1881948326,3.7172e-06,-11.4301237206,21.304395781771,3.6230876823626,qmof-134a580,0,0,0,0,0,0,0,0,3
qmof-2c2f45b,core_SETSOB_freeONLY,Cr3Zn3C69H45N9O25,Cr3Zn3C69H45N9O25,[Cr][O]([Cr])[Cr].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccncc1.[Zn] MOFid-v1.asc.cat0,CrZn.QMKYBPDZANOJGF.TWBYWOBDOCUKOW.MOFkey-v1.asc,"['[Cr][O]([Cr])[Cr]', '[Zn]']","['[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1ccncc1']",[Cr][O]([Cr])[Cr].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccncc1.[Zn],asc,154,5.01603,6.64857,0.7997078489469334,3638.6487046869215,P-62m,189,hexagonal,-6m2,True,CoRE,,PBE-D3BJ,"['Zn 06Sep2000', 'Cr_pv 02Aug2007', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 1, 1]",True,True,-1084.33081916,-8.62278,-1075.70803916,8.0,0.522762,-1.014942,-1.537704,False,"[1.19403, 0.522762]","[-0.858535, -1.014942]","[-2.052565, -1.537704]","[True, False]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATB3A8L7B5SU,qmof_chunks/chunk_4/qmof-2c2f45b.cif,0.000177729,-28.4488615204,5.19481e-06,-11.2102343263,0.96513042179838,0.035434253557833,18.418648815716,1.9840656058238,0.012883340085562,6.6967324772941,0.45892710203108,1.31789e-05,-13.4654564461,-17.529606811171,-18.932600999393,98.7448071334,5.5088838550927,0.52917879209182,8.8362497027694,5.67376e-06,-10.9368532846,-13.511041547147,-15.644092855421,203.40164702193,11.3475946929,0.83222286859826,36.310033495162,9.91909e-05,-19.5617852589,1.49561e-05,-13.7513888371,6.6321367201343,18.301658782616,12.05213286586,21.62856586751,2.2885970399263,1.5071024943272,2.7046221553016,0.000335606,-24.4427418796,0.00173337,-38.7501015267,0.1936147504572,2.5369359033343,qmof-2c2f45b,0,0,0,1,0,0,0,0,3
qmof-edb4726,core_VAHPUR_freeONLY,Cu4Dy4C192H128N16O32,CuDyC48H32N4O8,[Cu].[Dy].[O-]C(=O)c1ccc(cc1)c1ccncc1 MOFid-v1.mdf.cat1,CuDy.DZLGZIGLHCRIMF.MOFkey-v1.mdf,"['[Cu]', '[Dy]']",['[O-]C(=O)c1ccc(cc1)c1ccncc1'],[Cu].[Dy].[O-]C(=O)c1ccc(cc1)c1ccncc1,mdf,376,4.07992,5.51417,1.3211100636721187,5122.408785180101,I-4,82,tetragonal,-4,True,CoRE,,PBE-D3BJ,"['Dy_3 06Sep2000', 'Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[1, 1, 1]",True,False,-2638.73170199,-27.11526,-2611.61644199,0.0,1.502466,0.997543,-0.504923,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATEMXFT6Z3EP,qmof_chunks/chunk_22/qmof-edb4726.cif,0.00018146,-28.6880037564,5.02808e-06,-15.7644874951,0.94324904072434,0.031521958542301,27.068993307843,1.7652822446527,0.012860245566371,11.043536546315,0.52672404801291,4.00797e-05,-21.1380262312,-23.273866204385,-21.746262835383,25.28503485252,0.8538964161794,0.2853675262387,1.3696498514933,5.4437e-06,-15.3680673575,-18.093179849176,-19.325776774505,70.28337618675,2.373527400413,0.64528384330455,7.5948129753998,0.0,0.0,4.67073e-05,-21.5597363285,0.0,10.077632346508,2.1420469597685,4.3269391811228,0.76280398950198,0.162137485317,0.32751804751408,0.00114097,-32.3257158761,0.000116905,-32.5165999704,9.7598049698473,7.9711738874481,qmof-edb4726,0,0,0,0,0,0,1,0,4
qmof-da6fcce,core_VEBHUG_SL,Zn8C48H12O26S12,Zn4C24H6O13S6,[O-]C(=O)c1cc2c(s1)cc(s2)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.JMURVZFFOUWCNW.MOFkey-v1.pcu,['[Zn][O]([Zn])([Zn])[Zn]'],['[O-]C(=O)c1cc2c(s1)cc(s2)C(=O)[O-]'],[O-]C(=O)c1cc2c(s1)cc(s2)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],pcu,106,9.3815,17.44921,0.4973247627830363,6386.213689049046,P-1,2,triclinic,-1,True,CoRE,,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'S 06Sep2000', 'O 08Apr2002']",520,"[2, 2, 2]",False,False,-727.09746716,-6.25464,-720.84282716,0.0,2.6306260000000004,-1.92502,-4.555646,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATPWDELA2TWQ,qmof_chunks/chunk_0/qmof-da6fcce.cif,7.37998e-06,-10.7275233115,2.13193e-06,-4.8542640385,3.0714737347689,0.0036054395086404,1.1654168586137,10.992830459814,0.0010008392090983,0.32350976469014,0.09535411236546,3.9459e-06,-6.8228454848,-9.516122737439,-12.534356422472,180.79309048504,16.218981819428,0.87918168465519,26.015246835918,2.3292e-06,-5.0746644729,-7.8050615682655,-9.63343510181,216.33999477658,19.407901223896,0.94384892975809,62.10140233054,1.03845e-05,-10.3974306662,4.21793e-06,-7.1338647968,2.461989648951,15.466452463111,37.178900599982,51.278069889062,3.110147492029,7.4763016750752,10.311502320389,1.13645e-05,-11.2923214563,4.34029e-06,-12.1075271383,2.6183734266604,1.8508581426219,qmof-da6fcce,0,0,0,0,0,0,0,0,4
qmof-cc7bad5,core_VUKHOZ_freeONLY,Ag16C136F48H64O32,Ag2C17F6H8O4,[Ag][Ag].[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-] MOFid-v1.lvt.cat0,Ag.PHQYMDAUTAXXFZ.MOFkey-v1.lvt,['[Ag][Ag]'],['[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-]'],[Ag][Ag].[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-],lvt,296,14.09934,14.69722,1.236372498043616,6510.895981689316,P4_2/n,86,tetragonal,4/m,True,CoRE,,PBE-D3BJ,"['Ag 02Apr2005', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002', 'F 08Apr2002']",520,"[4, 1, 1]",True,False,-1926.36797119,-20.51579,-1905.85218119,0.0,2.892551,0.3594,-2.533151,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATVJ7QWJZMNG,qmof_chunks/chunk_2/qmof-cc7bad5.cif,5.19005e-06,-16.2360666278,8.21944e-07,-7.1765166993,3.0045533020274,0.0023112059903261,1.8573787376686,10.205420545299,0.0005791435396004,0.46542320373627,0.14041085463041,2.04537e-06,-10.1260116285,-12.939775094992,-13.920795939238,115.02988978421,4.150899072114,0.79392774288239,6.6580421100047,9.97183e-07,-8.1817114513,-10.535566752305,-11.089047999135,148.99666480461,5.3766035840402,0.91845777885057,17.204056144097,8.11257e-06,-14.9545906209,2.30494e-06,-10.6934361632,3.5196447629873,11.62962124335,18.169083478916,26.469591958254,0.94062628851799,1.4695506586957,2.1409118595771,1.00029e-05,-17.19014933,6.42883e-06,-22.6799534129,1.555944083138,2.4884542012595,qmof-cc7bad5,0,0,0,0,0,0,0,0,4
qmof-dbdc93d,core_XEXLOD_freeONLY,Zn4C76H32N8O24,ZnC19H8N2O6,[O-]C(=O)c1ccc2c3c1c(ccc3C(=O)N(C2=O)c1ccncc1)C(=O)[O-].[Zn][Zn] MOFid-v1.rtl.cat0,Zn.CRPXTZDOBYLBTC.MOFkey-v1.rtl,['[Zn][Zn]'],['[O-]C(=O)c1ccc2c3c1c(ccc3C(=O)N(C2=O)c1ccncc1)C(=O)[O-]'],[O-]C(=O)c1ccc2c3c1c(ccc3C(=O)N(C2=O)c1ccncc1)C(=O)[O-].[Zn][Zn],rtl,144,6.84425,7.15845,1.1721590400818522,2412.190079771023,P2_1/c,14,monoclinic,2/m,True,CoRE,,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[4, 1, 1]",True,False,-1052.81018324,-11.03617,-1041.77401324,0.0,1.888782,-0.218906,-2.107688,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATZ8ZGUAHATY,qmof_chunks/chunk_10/qmof-dbdc93d.cif,3.65651e-05,-21.3085524561,3.21359e-06,-12.4955903616,1.3456960114884,0.01300499959838,9.9082230840148,3.5421854962927,0.0039994296799937,3.0470774857343,0.2825509611074,1.74348e-05,-17.858063921,-21.259338504901,-21.910924979006,62.379804227946,2.3743142331926,0.37938519113541,3.8084000301832,3.82239e-06,-13.1141691547,-15.468455679995,-16.864765574984,142.1516135339,5.4106069017388,0.78514536414754,17.312859964817,0.000203969,-25.9623502695,2.11572e-05,-18.7989835191,9.6406424290549,14.246941806751,9.332293220729,15.871681225316,1.2154849167961,0.7961892315402,1.3541003673102,0.000259569,-28.9645752713,1.50519e-05,-22.354509945,17.244932533434,5.4253342834649,qmof-dbdc93d,0,0,0,0,0,0,0,0,4
qmof-95cbc22,core_ZECKOJ_freeONLY,Cu4C24H24N8O8,CuC6H6N2O2,[Cu].[O-]C(=O)C1=C(C)[N]N=C1C.[O-]C(=O)[C]1C(=NN=C1C)C MOFid-v1.dia-f.cat0,Cu.BKXMVTWVUQBDEP.MOFkey-v1.dia-f,['[Cu]'],"['[O-]C(=O)C1=C(C)[N]N=C1C', '[O-]C(=O)[C]1C(=NN=C1C)C']",[Cu].[O-]C(=O)C1=C(C)[N]N=C1C.[O-]C(=O)[C]1C(=NN=C1C)C,dia-f,68,7.72343,10.09878,0.659993162325486,2029.6027237787216,I4_1md,109,tetragonal,4mm,True,CoRE,,PBE-D3BJ,"['Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,True,-441.86684252,-3.39407,-438.47277252,4.0,0.4918390000000001,-2.746797,-3.238636,False,"[3.035033, 1.3451839999999997]","[-0.203603, -2.746797]","[-3.238636, -4.091981]","[True, True]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATK4UT5UG5WR,qmof_chunks/chunk_21/qmof-95cbc22.cif,1.36471e-05,-14.5219472553,2.33957e-06,-6.5675805926,2.1003949704227,0.0060710678415077,2.6044841578127,6.8111911879462,0.0016862990304289,0.72342118795962,0.15256223809761,5.40316e-06,-8.7315721094,-12.254483799356,-16.175210396348,177.70279461537,12.012555813633,0.79478881783585,19.268139525474,2.4593e-06,-6.5669605447,-9.243809001189,-12.161671447457,217.98015314291,14.735270548565,0.92692233711537,47.149918702461,1.96158e-05,-12.6500765122,5.79911e-06,-9.0246584498,3.3825535297658,16.190813801455,23.270048710886,41.706454838498,2.4531573231861,3.525770298271,6.3191693985139,1.89276e-05,-13.3538681512,1.49794e-05,-21.6324947302,1.2635753100925,2.3094671243006,qmof-95cbc22,0,0,0,0,0,0,0,0,3
qmof-334c891,gmof_Al2O6-ADC_B-BDC_B_No241,Al4C32H12N8O36,AlC8H3N2O9,[Al].[O-]C(=O)c1cc(N(=O)=O)c(cc1N(=O)=O)C(=O)[O-].[OH] MOFid-v1.rna.cat0,Al.MUFZXBPNVPXWAV.MOFkey-v1.rna,"['[Al]', '[OH]']",['[O-]C(=O)c1cc(N(=O)=O)c(cc1N(=O)=O)C(=O)[O-]'],[Al].[O-]C(=O)c1cc(N(=O)=O)c(cc1N(=O)=O)C(=O)[O-].[OH],rna,92,4.21565,5.05911,1.451040646313844,1364.5516208675847,P1,1,triclinic,1,False,GMOF,https://figshare.com/s/ec378d7315581e48f1e4,PBE-D3BJ,"['Al 04Jan2001', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[3, 1, 1]",True,False,-662.63585368,-7.00204,-655.63381368,0.0,2.6616470000000003,0.690115,-1.971532,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATFHCLMXQ9EC,qmof_chunks/chunk_20/qmof-334c891.cif,0.000444614,-28.929119977,9.43658e-06,-17.1216341021,0.90423349210998,0.043192015282087,40.737672205698,1.5169829515389,0.024189426287676,22.814886328305,0.5852865675758,8.83268e-05,-22.8013875177,-25.114588394735,-21.102125664114,16.731333581981,0.5144363827882,0.16781263037274,0.82515595797338,9.65436e-06,-16.4771933372,-19.509021060421,-19.544792014833,72.00477531797,2.2139225170877,0.54652873983999,7.0841092700044,0.00314629,-33.0131359254,0.000101647,-23.1634125565,30.953102403416,12.672832514274,7.2124562019776,12.759368332372,0.8733620378676,0.4970542646638,0.87932574790304,0.001774,-31.6864205521,1.18459e-05,-18.9167617021,149.75645582016,9.3600435751088,qmof-334c891,1,1,1,1,3,1,2,0,4
qmof-8fd6676,gmof_Al2O6-ADC_B-DPAC_B_No365,Al4C72H52O20,AlC18H13O5,Cc1cc(ccc1C#Cc1ccc(cc1C)C(=O)[O-])C(=O)[O-].[Al].[OH] MOFid-v1.rna.cat0,Al.VLWQGEBWTFWSHY.MOFkey-v1.rna,"['[Al]', '[OH]']",['Cc1cc(ccc1C#Cc1ccc(cc1C)C(=O)[O-])C(=O)[O-]'],Cc1cc(ccc1C#Cc1ccc(cc1C)C(=O)[O-])C(=O)[O-].[Al].[OH],rna,148,11.78547,12.80782,0.559871770198488,3989.4614393806114,P1,1,triclinic,1,False,GMOF,https://figshare.com/s/ec378d7315581e48f1e4,PBE-D3BJ,"['Al 04Jan2001', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[4, 1, 1]",True,False,-1018.19255989,-7.91894,-1010.27361989,0.0,2.203609,-1.238595,-3.442204,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATGQUV9C8C7B,qmof_chunks/chunk_4/qmof-8fd6676.cif,5.43246e-05,-21.0321190243,4.97647e-06,-10.1091369285,1.4367152780954,0.016092037397846,5.8562359740745,3.9870070454823,0.004953247480243,1.8025925098941,0.23501009368354,1.83524e-05,-14.5019213035,-15.673002918361,-16.350910761351,146.92181331514,11.707873513728,0.64131316740833,18.779429116631,5.9751e-06,-10.7064667595,-12.980883739493,-12.781972096813,216.20320784533,17.228754216952,0.87481349569235,55.128567745084,0.000138748,-21.7578178488,2.15799e-05,-15.2368228869,6.4295015268838,17.646946141639,20.327436087557,31.43972110456,3.1519214226,3.6306837883824,5.61544924967,0.000175567,-24.0319011333,1.46959e-05,-20.7664484203,11.946665396471,3.6878349512807,qmof-8fd6676,0,0,0,1,0,0,0,0,4
qmof-a2f938d,gmof_Al2O6-ADC_B-DPAC_B_No94,Al4C64H44N8O20,AlC16H11N2O5,[Al].[O-]C(=O)c1ccc(cc1N)C#Cc1ccc(c(c1)N)C(=O)[O-].[OH] MOFid-v1.rna.cat0,Al.STCMFPDLRSDRAW.MOFkey-v1.rna,"['[Al]', '[OH]']",['[O-]C(=O)c1ccc(cc1N)C#Cc1ccc(c(c1)N)C(=O)[O-]'],[Al].[O-]C(=O)c1ccc(cc1N)C#Cc1ccc(c(c1)N)C(=O)[O-].[OH],rna,140,14.17276,14.33281,0.5517440960766219,4072.019169796034,P1,1,triclinic,1,False,GMOF,https://figshare.com/s/ec378d7315581e48f1e4,PBE-D3BJ,"['Al 04Jan2001', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[4, 1, 1]",True,False,-983.63700411,-7.86763,-975.76937411,0.0,2.061282,-1.217555,-3.278837,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATZECHP7XEHQ,qmof_chunks/chunk_6/qmof-a2f938d.cif,5.18279e-05,-20.9366172926,4.67593e-06,-9.6137237841,1.4525549298334,0.016737536969109,6.0027192941579,4.0455693730397,0.0046658380659711,1.6733475321795,0.23288917384341,1.5902e-05,-13.9071106098,-15.426826137205,-15.765955451348,156.07822996498,12.620746383318,0.67542295700568,20.243677197933,5.5284e-06,-10.2596842654,-12.370607700814,-12.132267508086,223.50242942214,18.072779774764,0.88454460199192,57.82928072091,0.000109341,-20.9698294647,1.86229e-05,-14.6916265873,5.8713197192704,17.88892896649,22.885154749168,35.401597318007,3.2422105200517,4.1477323555676,6.4162271238307,0.000140542,-23.1480549766,6.61136e-06,-12.9283436575,21.257653493381,3.4008207992848,qmof-a2f938d,0,0,0,0,0,0,0,0,4
qmof-1fbb566,gmof_Al2O6-AZO_B-BDC_B_No265,Al2C22H16N4O11,Al2C22H16N4O11,[Al].[O-]C(=O)c1ccc(c(c1)O)C(=O)[O-].[O-]C(=O)c1ccc(cc1N)[N][N]c1ccc(c(c1)N)C(=O)[O-].[OH] MOFid-v1.rna.cat0,Al.CDOWNLMZVKJRSC.ZICKEWBIWMUTLW.MOFkey-v1.rna,"['[Al]', '[OH]']","['[O-]C(=O)c1ccc(c(c1)O)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1N)[N][N]c1ccc(c(c1)N)C(=O)[O-]']",[Al].[O-]C(=O)c1ccc(c(c1)O)C(=O)[O-].[O-]C(=O)c1ccc(cc1N)[N][N]c1ccc(c(c1)N)C(=O)[O-].[OH],rna,55,7.09388,7.94488,0.8065161565853609,1166.0512699383978,P1,1,triclinic,1,False,GMOF,https://figshare.com/s/ec378d7315581e48f1e4,PBE-D3BJ,"['Al 04Jan2001', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[4, 2, 1]",True,False,-387.07991582,-3.23994,-383.83997582,0.0,1.595238,-0.936399,-2.531637,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATSU2AW2EJ5H,qmof_chunks/chunk_19/qmof-1fbb566.cif,0.000108323,-21.8979502628,6.92179e-06,-11.5970322595,1.100473996477,0.034847746988582,18.268603789942,2.6131020434351,0.01069595506093,5.6072538987148,0.3437450582692,3.08116e-05,-15.7741930623,-19.687350693838,-21.848560857383,107.84004860743,5.9655093121831,0.44305529373077,9.5686769367903,7.73298e-06,-11.8651739518,-14.801244751524,-16.719695359723,211.55242918844,11.702683767631,0.79212331632226,37.446247519845,0.000317397,-22.8444692446,3.51804e-05,-16.3304686833,9.0219838319064,20.255074833248,9.5343874694073,17.976741363322,2.5114038557127,1.1821579357102,2.2289158615642,0.000300708,-23.794086271,7.89733e-06,-14.0314357515,38.077172917936,4.4513919087404,qmof-1fbb566,0,1,0,1,0,0,0,0,4
