qmof_id,name_x,info.formula,info.formula_reduced,info.mofid.mofid,info.mofid.mofkey,info.mofid.smiles_nodes,info.mofid.smiles_linkers,info.mofid.smiles,info.mofid.topology,info.natoms,info.pld,info.lcd,info.density,info.volume,info.symmetry.spacegroup,info.symmetry.spacegroup_number,info.symmetry.spacegroup_crystal,info.symmetry.pointgroup,info.synthesized,info.source,info.doi,inputs.pbe.theory,inputs.pbe.pseudopotentials,inputs.pbe.encut,inputs.pbe.kpoints,inputs.pbe.gamma,inputs.pbe.spin,outputs.pbe.energy_total,outputs.pbe.energy_vdw,outputs.pbe.energy_elec,outputs.pbe.net_magmom,outputs.pbe.bandgap,outputs.pbe.cbm,outputs.pbe.vbm,outputs.pbe.directgap,outputs.pbe.bandgap_spins,outputs.pbe.cbm_spins,outputs.pbe.vbm_spins,outputs.pbe.directgap_spins,inputs.hle17.theory,inputs.hle17.pseudopotentials,inputs.hle17.encut,inputs.hle17.kpoints,inputs.hle17.gamma,inputs.hle17.spin,inputs.hse06_10hf.theory,inputs.hse06_10hf.pseudopotentials,inputs.hse06_10hf.encut,inputs.hse06_10hf.kpoints,inputs.hse06_10hf.gamma,inputs.hse06_10hf.spin,inputs.hse06.theory,inputs.hse06.pseudopotentials,inputs.hse06.encut,inputs.hse06.kpoints,inputs.hse06.gamma,inputs.hse06.spin,outputs.hle17.energy_total,outputs.hle17.energy_vdw,outputs.hle17.energy_elec,outputs.hle17.net_magmom,outputs.hle17.bandgap,outputs.hle17.cbm,outputs.hle17.vbm,outputs.hle17.directgap,outputs.hle17.bandgap_spins,outputs.hle17.cbm_spins,outputs.hle17.vbm_spins,outputs.hle17.directgap_spins,outputs.hse06_10hf.energy_total,outputs.hse06_10hf.energy_vdw,outputs.hse06_10hf.energy_elec,outputs.hse06_10hf.net_magmom,outputs.hse06_10hf.bandgap,outputs.hse06_10hf.cbm,outputs.hse06_10hf.vbm,outputs.hse06_10hf.directgap,outputs.hse06_10hf.bandgap_spins,outputs.hse06_10hf.cbm_spins,outputs.hse06_10hf.vbm_spins,outputs.hse06_10hf.directgap_spins,outputs.hse06.energy_total,outputs.hse06.energy_vdw,outputs.hse06.energy_elec,outputs.hse06.net_magmom,outputs.hse06.bandgap,outputs.hse06.cbm,outputs.hse06.vbm,outputs.hse06.directgap,outputs.hse06.bandgap_spins,outputs.hse06.cbm_spins,outputs.hse06.vbm_spins,outputs.hse06.directgap_spins,id,name_y,CO2 Henry coefficient,CO2 adsorption energy,N2 Henry coefficient,N2 adsorption energy,CO2 parasitic energy (coal),Gravimetric working capacity (coal),Volumetric working capacity (coal),CO2 parasitic energy (nat. gas),Gravimetric working capacity (nat. gas),Volumetric working capacity (nat. gas),Final CO2 purity (nat. gas),CH4 Henry coefficient,CH4 adsorption energy,"Enthalphy of Adsorption @ 5.8 bar, 298K",Enthalphy of Adsorption @ 65bar/298K,Working capacity vol. (5.8-65bar/298K),Working capacity mol. (5.8-65bar/298K),Working capacity fract. (5.8-65bar/298K),Working capacity wt% (5.8-65bar/298K),O2 Henry coefficient,O2 adsorption energy,"Enthalphy of Adsorption @ 5 bar, 298K",Enthalphy of Adsorption @ 140bar/298K,Working capacity vol. (5-140bar/298K),Working capacity mol. (5-140bar/298K),Working capacity fract. (5-140bar/298K),Working capacity wt% (5-140bar/298K),Xe Henry coefficient,Xe adsorption energy,Kr Henry coefficient,Kr adsorption energy,Xe/Kr selectivity @ 298K,Working capacity g/L (5-100bar/298-198K),Working capacity g/L (5-100bar/77K),Working capacity g/L (1-100bar/77K),Working capacity wt% (5-100bar/298-198K),Working capacity wt% (5-100bar/77K),Working capacity wt% (1-100bar/77K),H2S Henry coefficient,H2S adsorption energy,H2O Henry coefficient,H2O adsorption energy,H2S/H2O selectivity @ 298K,CH4/N2 selectivity @ 298K,clean_name
qmof-4a6e2c5,MOBDIR_FSR,Cu6C48H24O24,CuC8H4O4,[Cu].[O-]C(=O)c1cccc(c1)C(=O)[O-] MOFid-v1.sty.cat0,Cu.QQVIHTHCMHWDBS.MOFkey-v1.sty,['[Cu]'],['[O-]C(=O)c1cccc(c1)C(=O)[O-]'],[Cu].[O-]C(=O)c1cccc(c1)C(=O)[O-],sty,102,2.31884,3.72506,1.960254654610268,1157.114716082092,P6_3/m,176,hexagonal,6/m,True,CSD,https://doi.org/10.1021/ja709991u,PBE-D3BJ,"['Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 1]",True,True,-713.92970987,-9.21053,-704.7191798700001,2.0,0.723077,0.917169,0.194092,False,"[0.794476, 0.8315130000000001]","[0.988568, 0.917169]","[0.194092, 0.085656]","[False, False]",HLE17//PBE-D3BJ,"['Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520.0,"[2, 2, 1]",True,True,,,,,,,HSE06-D3BJ//PBE-D3BJ,"['Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520.0,"[2, 2, 1]",True,True,-6392.79063147,0.0,-6392.79063147,2.0,0.8018149999999999,-1.744355,-2.54617,False,"[0.8801110000000001, 0.893583]","[-1.666059, -1.744355]","[-2.54617, -2.637938]","[False, False]",,,,,,,,,,,,,-844.76575935,-8.40057,-836.36518935,2.0,3.645897,2.211942,-1.433955,False,"[3.713896, 3.67865]","[2.279941, 2.211942]","[-1.433955, -1.466708]","[False, False]",MATJP2YR76JGS,qmof_chunks/chunk_5/qmof-4a6e2c5.cif,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qmof-4a6e2c5
qmof-cb3237c,MOF-5_cooh_2_1175_1,Zn8C48Cl6H24N6O26,Zn4C24Cl3H12N3O13,[O-]C(=O)c1cc(Cl)c(cc1N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.QGFBVADCOZMDHS.MOFkey-v1.pcu,['[Zn][O]([Zn])([Zn])[Zn]'],['[O-]C(=O)c1cc(Cl)c(cc1N)C(=O)[O-]'],[O-]C(=O)c1cc(Cl)c(cc1N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],pcu,118,6.0166,12.36176,0.699637752291538,4359.317725991154,P1,1,triclinic,1,False,Haranczyk_MOF5,https://doi.org/10.1021/jp401920y,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'Cl 06Sep2000', 'O 08Apr2002']",520,"[2, 2, 2]",False,False,-789.98647131,-6.605,-783.3814713099999,0.0,2.250648,-1.206022,-3.45667,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATAJ5VZZ95P9,qmof_chunks/chunk_15/qmof-cb3237c.cif,1.08637e-05,-13.4293450258,2.15097e-06,-6.8298573251,2.3300632640179,0.0049951287288596,2.2714296419891,7.7781248228636,0.001387046348368,0.63073012959473,0.1362969944915,5.09193e-06,-9.3665929763,-12.450612855753,-15.316667664397,176.22904455177,11.237911257898,0.79971038848141,18.025609658609,2.37821e-06,-6.9756730979,-9.5628217471918,-11.727374971939,215.34229374533,13.732115459953,0.9236401022441,43.94002305135,1.91987e-05,-13.8581875936,5.59004e-06,-9.7429741823,3.4344476962598,16.178990892451,25.623731742787,42.208526546262,2.3126620990578,3.662715037785,6.0333836794579,2.25538e-05,-15.077098505,1.02675e-05,-16.5964639524,2.196620404188,2.3672715100629,qmof-cb3237c
qmof-b77b779,MOF-5_cooh_2_1401_2,Zn8C54H24N24O26,Zn4C27H12N12O13,[O-]C(=O)c1cc(cc(c1)n1cnnn1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.LTXHNRONGYGYOW.MOFkey-v1.pcu,['[Zn][O]([Zn])([Zn])[Zn]'],['[O-]C(=O)c1cc(cc(c1)n1cnnn1)C(=O)[O-]'],[O-]C(=O)c1cc(cc(c1)n1cnnn1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],pcu,136,4.60273,9.68245,1.003095763603456,3225.0542258743644,P1,1,triclinic,1,False,Haranczyk_MOF5,https://doi.org/10.1021/jp401920y,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 1, 1]",True,False,-966.12216216,-8.31376,-957.80840216,0.0,3.377681,-0.373927,-3.751608,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAT9ESNJBEAKQ,qmof_chunks/chunk_6/qmof-b77b779.cif,2.39991e-05,-19.3660205569,2.14049e-06,-9.2142208967,1.5319694175024,0.0090334359192843,5.8894659822443,4.2964721071598,0.0025189201829927,1.6422427592645,0.24779110257763,6.70549e-06,-12.2521074211,-16.035346503371,-18.650905024403,115.59448777473,5.1413352380836,0.62995539301162,8.246701721842,2.3096e-06,-9.1594686105,-11.982478528015,-14.493694677941,172.40082119822,7.6679297963439,0.87700228665025,24.535841762135,3.93668e-05,-17.7690578193,7.47469e-06,-12.6535852943,5.266679955958,14.505678995742,12.730224662657,23.272215374451,1.4462003744434,1.2691895139336,2.3202144896862,4.23474e-05,-19.1650644513,4.03914e-05,-31.8980420532,1.0484261501211,3.1326892440516,qmof-b77b779
qmof-d995146,MOF-5_cooh_2_1426_2,Zn8C72H42N6O26,Zn4C36H21N3O13,[O-]C(=O)c1ccc(c(c1)n1cccc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.LXZZEAZJBAQLLB.MOFkey-v1.pcu,['[Zn][O]([Zn])([Zn])[Zn]'],['[O-]C(=O)c1ccc(c(c1)n1cccc1)C(=O)[O-]'],[O-]C(=O)c1ccc(c(c1)n1cccc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],pcu,154,6.25255,12.11565,0.7383785777693125,4341.276287981462,P1,1,triclinic,1,False,Haranczyk_MOF5,https://doi.org/10.1021/jp401920y,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[1, 1, 1]",True,False,-1054.701004,-8.39065,-1046.310354,0.0,2.234023,-0.872049,-3.106072,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAT9CS6WN722E,qmof_chunks/chunk_15/qmof-d995146.cif,2.35873e-05,-22.8814836321,2.36238e-06,-7.9657287682,1.7815473214116,0.0078752366748536,3.7794197955787,5.3591745289753,0.0021941500270286,1.0529987083563,0.19404809045023,6.54829e-06,-10.9400408614,-14.250471510647,-17.026757293823,152.87684337814,9.2372708418348,0.72613367797421,14.816582429219,2.79872e-06,-8.4264903851,-11.132815178802,-13.56825729798,215.60064015343,13.02722807956,0.90927177699719,41.684524405784,3.0022e-05,-16.2212085232,7.36796e-06,-11.4041063679,4.0746692435898,16.812231616285,17.8977533126,32.709460682155,2.277074302718,2.4240990175884,4.4302192638692,3.32167e-05,-17.4781337189,0.000104333,-39.470002999,0.31837194368033,2.7719037580745,qmof-d995146
qmof-d65be38,MOF-5_cooh_2_1631_2,Zn8C36H36O26,Zn4C18H18O13,[O-]C(=O)C1CCC1C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.SUSAGCZZQKACKE.MOFkey-v1.pcu,['[Zn][O]([Zn])([Zn])[Zn]'],['[O-]C(=O)C1CCC1C(=O)[O-]'],[O-]C(=O)C1CCC1C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],pcu,106,4.21408,7.50233,1.0892041410762652,2146.4465924156166,P1,1,triclinic,1,False,Haranczyk_MOF5,https://doi.org/10.1021/jp401920y,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 1]",True,False,-658.10439339,-5.52876,-652.57563339,0.0,4.572375,0.824552,-3.747823,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAT6SET9B9H7R,qmof_chunks/chunk_4/qmof-d65be38.cif,1.74349e-05,-17.9944526961,1.90685e-06,-10.0629975139,1.7062309163857,0.006758507298678,4.7844047640462,5.0154454040053,0.001880205607648,1.3310135314017,0.22300099592555,7.45686e-06,-13.7067597098,-17.299450915833,-18.594172923266,89.011016506577,3.6459935182069,0.57547844040499,5.8481736029431,2.125e-06,-9.9494884342,-12.756288526935,-14.682835133405,146.5393323247,6.0024194396066,0.86236846983718,19.20654172208,0.0,0.0,8.38752e-06,-14.0553494976,0.0,14.423286342245,9.6500614318068,18.717688950114,1.3243429231969,0.88606648043842,1.718654009321,5.35887e-05,-20.7903714696,1.39993e-05,-21.8500996606,3.8279556834985,3.9105645436191,qmof-d65be38
qmof-f3e009b,MOF-5_cooh_2_16_4,Zn8C24O26,Zn4C12O13,[O-]C(=O)C#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.YTIVTFGABIZHHX.MOFkey-v1.pcu,['[Zn][O]([Zn])([Zn])[Zn]'],['[O-]C(=O)C#CC(=O)[O-]'],[O-]C(=O)C#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],pcu,58,7.90573,12.45169,0.7017910792196537,2904.473544510817,C2,5,monoclinic,2,False,Haranczyk_MOF5,https://doi.org/10.1021/jp401920y,PBE-D3BJ,"['Zn 06Sep2000', 'C 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,False,-403.24782209,-3.0967,-400.15112209,0.0,3.163997,-2.388925,-5.552922,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATCRGXUM38YR,qmof_chunks/chunk_18/qmof-f3e009b.cif,4.8179e-06,-9.5765117827,1.41623e-06,-4.6813262577,3.0460905377426,0.0031736487179302,1.4475211742349,10.723196725547,0.0007849497822749,0.35802054087923,0.10772792995433,2.52751e-06,-6.1809811389,-9.1419736765525,-12.731881303368,164.87165494884,10.481411329373,0.87952701540243,16.812183771409,1.47672e-06,-4.6511650137,-7.3276071104903,-9.9464775136564,195.85735182119,12.451269849609,0.94322030673007,39.841573262725,6.2213e-06,-8.909787807,2.65765e-06,-6.3756279965,2.3409026771772,14.307625670739,34.370199441622,49.07276879492,2.0389888685994,4.8981190650194,6.9933916099598,6.86325e-06,-10.2034738688,6.10313e-06,-16.0687145724,1.1245459297115,1.784674805646,qmof-f3e009b
qmof-6876edb,MOF-5_cooh_2_1861_1,Zn8C96H78N6O38,Zn4C48H39N3O19,[O-]C(=O)C1CCC(CC1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.VETXSEAXMHXZAD.MOFkey-v1.pcu,['[Zn][O]([Zn])([Zn])[Zn]'],['[O-]C(=O)C1CCC(CC1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)[O-]'],[O-]C(=O)C1CCC(CC1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],pcu,226,12.0799,20.06526,0.3102907148440813,13094.92193689571,P1,1,triclinic,1,False,Haranczyk_MOF5,https://doi.org/10.1021/jp401920y,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[1, 1, 1]",True,False,-1497.03002976,-10.39205,-1486.63797976,0.0,2.660181,-2.79675,-5.456931,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATMHB9P6TJRW,qmof_chunks/chunk_10/qmof-6876edb.cif,7.60915e-06,-9.0616669368,2.70506e-06,-4.0366277459,3.3794784634579,0.0039424667083219,0.79510919504761,12.512615411822,0.0010910499527925,0.22004088148428,0.078860017657128,4.72034e-06,-6.1686873842,-8.6676119328528,-10.181229037274,152.06296073727,21.864300156166,0.8924999530817,35.070337448286,2.88986e-06,-4.281482089,-6.6925924355425,-8.0262346495057,189.79250231994,27.289224266011,0.95200926987938,87.320059800576,1.15391e-05,-9.9804958547,5.02572e-06,-6.5354802227,2.2960093280167,14.20058659764,38.723119426141,48.891657638013,4.5767890953288,12.480297874182,15.757574800986,1.34177e-05,-11.5584096001,1.13921e-05,-15.1777664906,1.1778074279545,1.7450038076789,qmof-6876edb
qmof-95ca2a6,MOF-5_cooh_2_1907_1,Zn8C126H114N6O38,Zn4C63H57N3O19,[O-]C(=O)CC(NC(=O)OCC1c2ccccc2-c2c1cccc2)CCC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.JJSUQIKTDAOMSC.MOFkey-v1.pcu,['[Zn][O]([Zn])([Zn])[Zn]'],['[O-]C(=O)CC(NC(=O)OCC1c2ccccc2-c2c1cccc2)CCC(=O)[O-]'],[O-]C(=O)CC(NC(=O)OCC1c2ccccc2-c2c1cccc2)CCC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],pcu,292,3.56119,7.00638,1.03236496544095,4573.78349575315,P1,1,triclinic,1,False,Haranczyk_MOF5,https://doi.org/10.1021/jp401920y,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[1, 1, 1]",True,False,-1905.73295491,-16.5358,-1889.19715491,0.0,3.270347,1.065369,-2.204978,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAT32VE35TA4L,qmof_chunks/chunk_22/qmof-95ca2a6.cif,0.000479256,-33.2971717593,4.21184e-06,-15.9259245458,0.86255769095886,0.03677128461749,24.673826148613,1.2702420201765,0.022728565708436,15.251049418886,0.71416220118913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78541e-06,-16.5628885394,-17.405385913713,-18.83093520574,125.33455754024,5.4164951964299,0.73213489929137,17.331701328777,0.0,0.0,0.0,0.0,0.0,14.47427366311,4.3228957764994,7.9121789860991,1.4021111344457,0.4187554030242,0.7664463524972,0.0,0.0,0.0228771,-59.8193300356,0.0,0.0,qmof-95ca2a6
qmof-59cc8f1,MOF-5_cooh_2_2075_1,Zn8C96H48O26,Zn4C48H24O13,[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.FDFGHPKPHFUHBP.MOFkey-v1.pcu,['[Zn][O]([Zn])([Zn])[Zn]'],['[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-]'],[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],pcu,178,4.36646,14.22278,0.8059312398563759,4410.62117989845,P1,1,triclinic,1,False,Haranczyk_MOF5,https://doi.org/10.1021/jp401920y,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[1, 1, 1]",True,False,-1248.14666556,-10.56546,-1237.58120556,0.0,2.108252,-0.869222,-2.977474,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATAUHNJLN9AZ,qmof_chunks/chunk_5/qmof-59cc8f1.cif,3.20173e-05,-16.9831139987,3.65308e-06,-9.3390564875,1.4881887122058,0.013230613781931,6.9305037722767,4.2130173877497,0.0036792497693744,1.927276755718,0.23084825083398,1.21241e-05,-12.5949652068,-16.959029541127,-19.691728733797,136.83435341993,7.5749200603658,0.59318158746938,12.150171776275,4.01341e-06,-9.4642314418,-12.233576613205,-14.648829413085,208.24985463363,11.528362300887,0.86451481253454,36.888453688667,7.6082e-05,-18.1037033557,1.3509e-05,-12.9969738796,5.6319490709897,17.149623559987,13.965372448561,23.157128959963,2.128056410242,1.7329301868712,2.8735136111692,7.6945e-05,-19.2017772283,7.64154e-06,-14.8826643556,10.069305401791,3.3188706516145,qmof-59cc8f1
qmof-ec0306c,MOF-5_cooh_2_471_1,Zn8C78H78N18O32,Zn4C39H39N9O16,[O-]C(=O)CCC(=NNC(=O)c1ccncc1)CCC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.KVKTWIRECGLOBN.MOFkey-v1.pcu,['[Zn][O]([Zn])([Zn])[Zn]'],['[O-]C(=O)CCC(=NNC(=O)c1ccncc1)CCC(=O)[O-]'],[O-]C(=O)CCC(=NNC(=O)c1ccncc1)CCC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],pcu,214,6.55713,13.39517,0.7167494762221354,5335.10641493467,P1,1,triclinic,1,False,Haranczyk_MOF5,https://doi.org/10.1021/jp401920y,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[1, 1, 1]",True,False,-1381.93533935,-10.80082,-1371.13451935,0.0,3.0656350000000003,-0.361823,-3.427458,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATF8ANE8TJ3Q,qmof_chunks/chunk_4/qmof-ec0306c.cif,1.86751e-05,-17.4792838708,2.38761e-06,-8.1243814399,1.90145884087,0.0069027385515849,3.2157156489691,5.9149905034621,0.0019207710798767,0.8948120479268,0.17707467667769,6.90986e-06,-11.2988041935,-14.073320362841,-16.451721084533,141.38368183796,8.8006130162491,0.72683062194008,14.116183279661,2.61435e-06,-8.258804666,-10.696373666575,-12.412368611409,189.9740978378,11.825187294936,0.90822034654377,37.838234310586,3.55748e-05,-16.8536832423,7.67108e-06,-11.7459898375,4.6375217048968,15.193310106872,18.88864647194,31.644585540203,2.1198715387796,2.6354694125427,4.4152627552052,4.85711e-05,-19.7759250756,0.000149877,-33.6329280804,0.3240730732534,2.8940488605761,qmof-ec0306c
qmof-7662f0b,MOF-5_cooh_2_567_1,Zn8C60H36O26,Zn4C30H18O13,[O-]C(=O)C=Cc1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.HAEJSGLKJYIYTB.MOFkey-v1.pcu,['[Zn][O]([Zn])([Zn])[Zn]'],['[O-]C(=O)C=Cc1ccc(cc1)C(=O)[O-]'],[O-]C(=O)C=Cc1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],pcu,130,9.95869,16.69,0.3992281346100185,7055.064386738613,P1,1,triclinic,1,False,Haranczyk_MOF5,https://doi.org/10.1021/jp401920y,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[1, 1, 1]",True,False,-875.93017052,-6.08988,-869.84029052,0.0,2.861443,-2.259396,-5.120839,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAT6XLB3L9HNG,qmof_chunks/chunk_24/qmof-7662f0b.cif,7.49529e-06,-9.7559849273,2.43891e-06,-4.4783517206,3.2268663097183,0.0037816602080323,0.98125290038455,11.785725450259,0.0010461862595502,0.27146101052275,0.086003204137575,4.38028e-06,-6.3762991199,-8.9575144047292,-11.676624762,174.18850691285,19.466125268201,0.88690872913678,31.223664932506,2.61206e-06,-4.6411860129,-7.1665851022258,-9.1016988018924,206.66519309933,23.095499288374,0.9484360180394,73.900978628424,1.10158e-05,-9.8283299926,4.65317e-06,-6.6706269006,2.3673753591638,15.022178237682,38.20731280946,50.514683509047,3.7631178340615,9.5710900210323,12.654137328636,1.16017e-05,-10.6161122835,1.01624e-05,-16.4408391969,1.1416299299378,1.7959990323546,qmof-7662f0b
qmof-1d8ceca,MOF-5_cooh_2_97_2,Zn8C48H30N6O26,Zn4C24H15N3O13,Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.KBZFDRWPMZESDI.MOFkey-v1.pcu,['[Zn][O]([Zn])([Zn])[Zn]'],['Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]'],Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],pcu,118,4.96112,11.4455,0.834306499207845,3244.322142065091,P1,1,triclinic,1,False,Haranczyk_MOF5,https://doi.org/10.1021/jp401920y,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 1]",True,False,-796.45277706,-6.54078,-789.91199706,0.0,2.353629,-0.4746,-2.828229,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAT46M9NXZJ8N,qmof_chunks/chunk_24/qmof-1d8ceca.cif,2.33468e-05,-17.3959404303,2.51398e-06,-8.4570415245,1.6250094440667,0.0090809242069151,4.9241384159391,4.7462836651206,0.0025266644574854,1.370085823403,0.21719746236895,7.28227e-06,-11.4895800624,-14.733022956108,-16.968753668737,145.27106269021,7.7684567689452,0.68476184038392,12.46060465675,2.68101e-06,-8.3621682714,-10.960714457942,-13.12184970858,204.78759572068,10.951138889683,0.89853590358356,35.041454217325,4.02358e-05,-17.3469806539,8.04427e-06,-11.8710332049,5.0017963096714,16.41463651748,18.493189008463,33.357234750505,1.9676344850689,2.2167920924231,3.9985561271331,7.44411e-05,-22.0366069893,0.000143243,-28.4189679951,0.51968403342572,2.8967095999173,qmof-1d8ceca
